customer_id,full_name,birth_date,gender,marital_status,occupation,education_level,income_range,religion,country,province,city,area_type,climate_zone,lifestyle_segment,interests,personal_values,brand_loyalty_score,purchase_frequency,last_purchase_date,avg_order_value,total_orders,preferred_channel,benefits_sought,feedback_score,age,generasi
CUST0729,A******** N******* S***,1/10/2001,Male,Single,"Designer, industrial/product",SMA,<5M,Hindu,Indonesia,Gorontalo,Banjar,Rural,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Sustainability', 'Community']",7,Light,2025-12-16,"1,657,266",6,Social Media,['Kualitas'],4,25,Gen Z
CUST0730,U*** P******,1/11/1981,Male,Married,"Producer, television/film/video",SMA,5-10M,Hindu,Indonesia,Jambi,Pekanbaru,Urban,Tropis,Eco-conscious,"['Finance', 'Tech']","['Efficiency', 'Prestige']",5,Medium,2025-11-09,"2,225,897",18,Website,['Hemat'],1,45,Gen X
CUST0731,S***** S******** S***,10/8/1999,Male,Married,Clinical molecular geneticist,D3,<5M,Kristen,Indonesia,Kalimantan Selatan,Padangpanjang,Suburban,Dingin,Family-oriented,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",7,Light,2025-09-18,"2,105,054",23,Website,['Hemat'],3,26,Gen Z
CUST0732,R*** K***** P******** S***,10/16/1987,Female,Single,Public affairs consultant,SMA,<5M,Islam,Indonesia,Sulawesi Barat,Kendari,Suburban,Dingin,Eco-conscious,"['Parenting', 'Cooking']","['Sustainability', 'Community']",8,Heavy,2025-11-07,"2,448,627",21,App,['Ramah Lingkungan'],5,38,Millennial
CUST0733,W**** S*******,7/10/1996,Female,Single,"Programme researcher, broadcasting/film/video",S1,>10M,Katolik,Indonesia,Jawa Tengah,Palangkaraya,Suburban,Dingin,Family-oriented,"['Interior', 'Eco Living']","['Family-first', 'Security']",5,Non-user,2025-08-20,"955,318",23,Website,['Kualitas'],5,29,Millennial
CUST0734,F*** U****** S******,3/21/1993,Male,Married,Geophysicist/field seismologist,S2,<5M,Hindu,Indonesia,Sulawesi Tenggara,Bogor,Suburban,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Family-first', 'Security']",8,Medium,2025-08-25,"569,687",24,Social Media,"['Estetika', 'Fungsi']",1,32,Millennial
CUST0735,D**** K*****,6/21/1991,Male,Married,"Psychologist, occupational",D3,5-10M,Hindu,Indonesia,Bengkulu,Bandung,Suburban,Tropis,Family-oriented,"['Finance', 'Tech']","['Efficiency', 'Prestige']",10,Medium,2025-10-14,"738,236",0,Social Media,"['Estetika', 'Fungsi']",2,34,Millennial
CUST0736,T***** S********,4/9/1994,Female,Single,Trade mark attorney,SMA,5-10M,Hindu,Indonesia,Nusa Tenggara Barat,Tual,Suburban,Tropis,Minimalist,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",4,Non-user,2025-08-16,"1,615,356",15,Social Media,"['Estetika', 'Fungsi']",2,31,Millennial
CUST0737,H***** N*********,9/30/2001,Female,Single,Records manager,S1,>10M,Islam,Indonesia,Kalimantan Timur,Samarinda,Urban,Dingin,Family-oriented,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",4,Non-user,2025-12-31,"2,058,150",13,Social Media,['Hemat'],3,24,Gen Z
CUST0738,O*** A*****,5/28/1987,Male,Married,Fine artist,S2,5-10M,Budha,Indonesia,Kepulauan Riau,Pangkalpinang,Urban,Tropis,Minimalist,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",3,Light,2025-09-03,"1,521,987",15,App,['Hemat'],4,38,Millennial
CUST0739,R* Q**** A*******,3/6/1991,Female,Single,Pensions consultant,D3,5-10M,Katolik,Indonesia,Kalimantan Timur,Sawahlunto,Rural,Tropis,Minimalist,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",9,Light,2025-07-25,"1,548,745",10,Website,['Kualitas'],3,34,Millennial
CUST0740,I**** N******,5/27/1981,Male,Single,"Nurse, mental health",D3,>10M,Hindu,Indonesia,Sumatera Selatan,Tegal,Rural,Dingin,Eco-conscious,"['Interior', 'Eco Living']","['Sustainability', 'Community']",7,Medium,2025-10-18,"1,653,116",2,Social Media,"['Estetika', 'Fungsi']",5,44,Gen X
CUST0741,B**** P******,9/29/2003,Female,Married,"Administrator, charities/voluntary organisations",S2,<5M,Kristen,Indonesia,Sumatera Barat,Palopo,Suburban,Tropis,Minimalist,"['Travel', 'Fitness']","['Family-first', 'Security']",4,Medium,2025-11-28,"1,674,407",10,Offline,"['Estetika', 'Fungsi']",5,22,Gen Z
CUST0742,I** P******,12/9/2004,Male,Married,Chemical engineer,S2,5-10M,Katolik,Indonesia,Jawa Barat,Jambi,Rural,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",1,Medium,2025-07-20,"1,427,880",16,Offline,['Kualitas'],4,21,Gen Z
CUST0743,I** U*** P********* S****,5/13/1996,Female,Single,"Programme researcher, broadcasting/film/video",S1,>10M,Katolik,Indonesia,Sulawesi Tenggara,Cilegon,Urban,Tropis,Minimalist,"['Travel', 'Fitness']","['Sustainability', 'Community']",7,Heavy,2025-10-15,"1,079,421",24,Website,"['Estetika', 'Fungsi']",4,29,Millennial
CUST0744,J***** U***** S****,10/3/1984,Male,Married,Building services engineer,S1,>10M,Islam,Indonesia,Papua,Denpasar,Suburban,Dingin,Minimalist,"['Finance', 'Tech']","['Family-first', 'Security']",5,Medium,2025-09-29,"1,569,581",10,App,['Hemat'],1,41,Millennial
CUST0745,M**** S******,7/18/2003,Female,Married,Video editor,S1,>10M,Kristen,Indonesia,Banten,Pontianak,Suburban,Dingin,Eco-conscious,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",7,Medium,2025-10-30,"984,874",24,App,['Ramah Lingkungan'],3,22,Gen Z
CUST0746,d** U***** H****,8/12/1999,Male,Single,"Scientist, biomedical",D3,>10M,Hindu,Indonesia,DKI Jakarta,Tangerang Selatan,Urban,Tropis,Luxury seeker,"['Finance', 'Tech']","['Sustainability', 'Community']",9,Medium,2026-01-09,"2,365,276",7,App,['Ramah Lingkungan'],3,26,Gen Z
CUST0747,K****** H******,12/30/2002,Female,Married,Water engineer,S1,<5M,Islam,Indonesia,Jambi,Banjarbaru,Suburban,Dingin,Eco-conscious,"['Parenting', 'Cooking']","['Family-first', 'Security']",3,Heavy,2025-07-24,"2,082,319",14,Website,['Hemat'],3,23,Gen Z
CUST0748,H* P******* P****,6/24/1992,Male,Single,Corporate investment banker,SMA,<5M,Islam,Indonesia,DI Yogyakarta,Cirebon,Rural,Tropis,Family-oriented,"['Travel', 'Fitness']","['Sustainability', 'Community']",4,Medium,2025-09-20,"2,387,424",4,Offline,['Ramah Lingkungan'],4,33,Millennial
CUST0749,U** P******** S****,2/28/1988,Female,Married,Equality and diversity officer,S2,<5M,Islam,Indonesia,Sulawesi Utara,Sungai Penuh,Rural,Dingin,Eco-conscious,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",10,Heavy,2025-09-17,"719,882",18,Social Media,['Hemat'],3,37,Millennial
CUST0750,A******** H*******,1/16/1992,Male,Married,Microbiologist,D3,>10M,Hindu,Indonesia,Sulawesi Selatan,Pekalongan,Urban,Tropis,Eco-conscious,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",9,Light,2025-09-22,"1,399,479",5,Website,['Ramah Lingkungan'],3,34,Millennial
CUST0751,P*** N***** N******** M***,6/8/1995,Male,Married,"Horticulturist, commercial",S2,5-10M,Islam,Indonesia,Sumatera Utara,Pekalongan,Rural,Dingin,Family-oriented,"['Travel', 'Fitness']","['Family-first', 'Security']",10,Non-user,2025-10-12,"710,328",3,App,"['Estetika', 'Fungsi']",1,30,Millennial
CUST0752,T** H*******,3/2/2001,Male,Married,Chartered loss adjuster,D3,<5M,Budha,Indonesia,DI Yogyakarta,Tangerang,Suburban,Dingin,Family-oriented,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",10,Light,2025-08-01,"737,814",0,Offline,['Hemat'],2,24,Gen Z
CUST0753,C**** S********,5/2/1993,Male,Single,Clinical research associate,S2,5-10M,Hindu,Indonesia,DI Yogyakarta,Kotamobagu,Rural,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Efficiency', 'Prestige']",8,Non-user,2025-11-29,"1,511,867",9,Website,['Hemat'],5,32,Millennial
CUST0754,I** A***** S********,1/27/1985,Male,Single,Pension scheme manager,SMA,<5M,Islam,Indonesia,Kalimantan Tengah,Bukittinggi,Suburban,Tropis,Minimalist,"['Parenting', 'Cooking']","['Family-first', 'Security']",10,Medium,2025-11-26,"468,774",11,Website,['Kualitas'],4,40,Millennial
CUST0755,M******* Y*******,6/18/1998,Female,Married,Advertising art director,S2,<5M,Islam,Indonesia,Nusa Tenggara Timur,Parepare,Suburban,Tropis,Eco-conscious,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",5,Non-user,2025-09-11,"2,342,783",25,Website,['Hemat'],1,27,Millennial
CUST0756,D*** S**** S******* S*****,6/22/1986,Female,Single,Technical sales engineer,SMA,<5M,Islam,Indonesia,Kalimantan Timur,Banda Aceh,Rural,Tropis,Family-oriented,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",1,Non-user,2025-09-21,"392,389",22,Website,['Kualitas'],1,39,Millennial
CUST0757,D*** M******* H******** S***,5/9/2002,Female,Married,Tax adviser,SMA,>10M,Islam,Indonesia,Sumatera Utara,Pasuruan,Suburban,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Efficiency', 'Prestige']",1,Heavy,2025-08-11,"1,727,373",24,Offline,['Ramah Lingkungan'],4,23,Gen Z
CUST0758,K****** S******,6/20/1990,Male,Single,Art gallery manager,S1,5-10M,Kristen,Indonesia,Kalimantan Timur,Kota Administrasi Jakarta Selatan,Urban,Dingin,Eco-conscious,"['Travel', 'Fitness']","['Family-first', 'Security']",9,Non-user,2025-08-14,"2,031,918",22,App,['Ramah Lingkungan'],3,35,Millennial
CUST0759,R* T**** N******,1/21/1992,Male,Married,Higher education lecturer,S2,>10M,Hindu,Indonesia,Jawa Timur,Palu,Rural,Tropis,Minimalist,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",6,Light,2025-08-21,"1,165,754",18,Social Media,['Ramah Lingkungan'],4,34,Millennial
CUST0760,A****** S**********,1/3/1986,Female,Single,"Teacher, special educational needs",S2,5-10M,Budha,Indonesia,Kalimantan Utara,Cilegon,Suburban,Dingin,Family-oriented,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",3,Light,2025-08-10,"2,330,618",20,Social Media,"['Estetika', 'Fungsi']",5,40,Millennial
CUST0761,K**** F*********,1/16/1995,Male,Married,Investment analyst,D3,<5M,Budha,Indonesia,Kalimantan Barat,Medan,Suburban,Tropis,Luxury seeker,"['Finance', 'Tech']","['Family-first', 'Security']",2,Non-user,2025-09-21,"2,231,627",16,App,['Hemat'],5,31,Millennial
CUST0762,T* B***** D*******,1/27/1985,Male,Single,Ophthalmologist,D3,5-10M,Katolik,Indonesia,Jawa Timur,Palopo,Suburban,Tropis,Minimalist,"['Interior', 'Eco Living']","['Family-first', 'Security']",9,Non-user,2026-01-13,"742,911",11,Social Media,['Hemat'],2,40,Millennial
CUST0763,A******* P*******,1/12/1997,Female,Single,"Runner, broadcasting/film/video",SMA,<5M,Budha,Indonesia,Maluku Utara,Palu,Urban,Dingin,Luxury seeker,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",4,Non-user,2025-09-19,"931,430",6,App,['Kualitas'],1,29,Millennial
CUST0764,D*** M******* M******* M*****,1/23/2002,Male,Married,Private music teacher,SMA,<5M,Kristen,Indonesia,Lampung,Parepare,Urban,Tropis,Eco-conscious,"['Interior', 'Eco Living']","['Family-first', 'Security']",2,Non-user,2025-09-20,"2,375,968",21,Social Media,['Hemat'],5,23,Gen Z
CUST0765,C****** W******,6/28/2003,Female,Married,Structural engineer,S1,5-10M,Kristen,Indonesia,Sulawesi Utara,Tegal,Suburban,Dingin,Family-oriented,"['Travel', 'Fitness']","['Family-first', 'Security']",1,Non-user,2025-08-08,"969,172",0,Offline,"['Estetika', 'Fungsi']",4,22,Gen Z
CUST0766,K*** I********,7/10/1990,Male,Married,"Journalist, newspaper",S2,5-10M,Islam,Indonesia,Kalimantan Timur,Padang,Suburban,Tropis,Family-oriented,"['Travel', 'Fitness']","['Family-first', 'Security']",5,Heavy,2025-07-27,"436,671",23,App,"['Estetika', 'Fungsi']",4,35,Millennial
CUST0767,P**** S*******,9/24/2000,Female,Married,"Engineer, building services",SMA,<5M,Katolik,Indonesia,Sumatera Utara,Sawahlunto,Suburban,Dingin,Luxury seeker,"['Parenting', 'Cooking']","['Sustainability', 'Community']",1,Medium,2025-07-21,"1,585,215",21,App,"['Estetika', 'Fungsi']",1,25,Gen Z
CUST0768,d** D**** L******,11/19/1982,Male,Married,"Investment banker, corporate",S2,5-10M,Budha,Indonesia,DKI Jakarta,Tangerang,Rural,Tropis,Minimalist,"['Travel', 'Fitness']","['Family-first', 'Security']",3,Non-user,2025-11-11,"910,126",5,App,['Ramah Lingkungan'],5,43,Gen X
CUST0769,D***** A*****,8/17/2000,Female,Single,Merchant navy officer,D3,5-10M,Islam,Indonesia,Papua,Surakarta,Urban,Dingin,Family-oriented,"['Finance', 'Tech']","['Sustainability', 'Community']",7,Medium,2025-09-29,"1,988,041",1,Offline,['Kualitas'],2,25,Gen Z
CUST0770,I** H*******,9/22/1992,Female,Married,"Surveyor, mining",D3,>10M,Hindu,Indonesia,Nusa Tenggara Timur,Kotamobagu,Rural,Tropis,Eco-conscious,"['Finance', 'Tech']","['Efficiency', 'Prestige']",3,Heavy,2025-08-03,"1,235,719",11,Social Media,['Hemat'],5,33,Millennial
CUST0771,d*** E***** M******** S*****,5/19/1987,Female,Single,Patent examiner,S2,>10M,Hindu,Indonesia,Sulawesi Barat,Ternate,Urban,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Sustainability', 'Community']",2,Heavy,2025-08-13,"841,245",21,Offline,"['Estetika', 'Fungsi']",4,38,Millennial
CUST0772,N***** N*********,1/8/2000,Male,Single,Legal executive,SMA,<5M,Kristen,Indonesia,Kalimantan Tengah,Bontang,Urban,Tropis,Luxury seeker,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",9,Light,2025-07-29,"1,325,229",25,Website,"['Estetika', 'Fungsi']",1,26,Gen Z
CUST0773,S*** S******,2/20/2000,Male,Single,Patent examiner,D3,<5M,Katolik,Indonesia,Aceh,Bekasi,Urban,Dingin,Eco-conscious,"['Interior', 'Eco Living']","['Sustainability', 'Community']",9,Heavy,2025-08-19,"503,693",21,Offline,['Hemat'],3,25,Gen Z
CUST0774,C****** W*****,12/14/1998,Male,Single,Horticultural consultant,S2,5-10M,Kristen,Indonesia,Jawa Barat,Tarakan,Urban,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Efficiency', 'Prestige']",2,Medium,2025-11-01,"1,122,679",20,App,['Kualitas'],2,27,Millennial
CUST0775,P**** H******,9/24/1996,Male,Married,Environmental manager,SMA,<5M,Budha,Indonesia,Maluku,Langsa,Urban,Tropis,Family-oriented,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",5,Non-user,2025-07-22,"384,264",13,App,['Ramah Lingkungan'],4,29,Millennial
CUST0776,R**** U***** M*****,2/15/1980,Male,Married,Company secretary,S2,<5M,Hindu,Indonesia,Maluku,Kota Administrasi Jakarta Selatan,Rural,Tropis,Luxury seeker,"['Parenting', 'Cooking']","['Family-first', 'Security']",3,Medium,2025-11-20,"1,597,702",9,Social Media,['Hemat'],4,45,Gen X
CUST0777,S****** Y*******,9/12/2002,Male,Single,Financial risk analyst,SMA,5-10M,Kristen,Indonesia,Kalimantan Barat,Padangpanjang,Rural,Tropis,Minimalist,"['Interior', 'Eco Living']","['Family-first', 'Security']",5,Non-user,2025-07-22,"1,712,875",10,Offline,['Ramah Lingkungan'],3,23,Gen Z
CUST0778,d** R**** L*********,2/7/1984,Female,Married,Systems developer,S2,>10M,Budha,Indonesia,DI Yogyakarta,Payakumbuh,Rural,Tropis,Family-oriented,"['Interior', 'Eco Living']","['Sustainability', 'Community']",8,Light,2025-10-09,"1,448,663",19,App,['Ramah Lingkungan'],3,41,Millennial
CUST0779,O**** P******,10/25/1988,Female,Single,Adult guidance worker,S1,5-10M,Katolik,Indonesia,Jambi,Tanjungbalai,Urban,Tropis,Minimalist,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",6,Non-user,2025-12-28,"876,675",19,Social Media,['Kualitas'],5,37,Millennial
CUST0780,G**** H******,11/14/1988,Male,Married,Control and instrumentation engineer,D3,>10M,Katolik,Indonesia,Bengkulu,Sawahlunto,Rural,Dingin,Luxury seeker,"['Parenting', 'Cooking']","['Efficiency', 'Prestige']",2,Light,2025-09-24,"1,686,840",6,Offline,['Kualitas'],4,37,Millennial
CUST0781,S**** T****,8/6/1985,Female,Married,Art therapist,S2,<5M,Katolik,Indonesia,Papua,Kota Administrasi Jakarta Timur,Rural,Dingin,Minimalist,"['Finance', 'Tech']","['Freedom', 'Minimalism']",10,Heavy,2025-09-11,"818,205",12,Social Media,['Hemat'],1,40,Millennial
CUST0782,I** C******* K******* M***,12/18/1989,Male,Married,Diplomatic Services operational officer,S2,5-10M,Budha,Indonesia,Kalimantan Selatan,Pekanbaru,Rural,Dingin,Family-oriented,"['Finance', 'Tech']","['Freedom', 'Minimalism']",1,Non-user,2025-10-30,"1,663,254",15,App,"['Estetika', 'Fungsi']",4,36,Millennial
CUST0783,S***** T********,1/7/1991,Female,Single,Chief Operating Officer,D3,5-10M,Kristen,Indonesia,Maluku,Tangerang Selatan,Urban,Dingin,Eco-conscious,"['Travel', 'Fitness']","['Sustainability', 'Community']",5,Heavy,2025-10-28,"1,484,104",8,Website,['Hemat'],4,35,Millennial
CUST0784,K**** S******,10/11/1999,Male,Single,Microbiologist,SMA,<5M,Islam,Indonesia,Aceh,Bontang,Suburban,Dingin,Minimalist,"['Parenting', 'Cooking']","['Efficiency', 'Prestige']",4,Medium,2025-12-15,"1,641,202",18,Offline,['Ramah Lingkungan'],2,26,Gen Z
CUST0785,D****** M*********,7/16/1996,Male,Married,Retail manager,D3,<5M,Kristen,Indonesia,Jawa Timur,Makassar,Suburban,Tropis,Eco-conscious,"['Finance', 'Tech']","['Sustainability', 'Community']",10,Light,2025-08-28,"2,071,488",3,App,['Kualitas'],4,29,Millennial
CUST0786,B****** M******,6/14/1986,Male,Married,Adult guidance worker,D3,<5M,Kristen,Indonesia,Sulawesi Tenggara,Padangpanjang,Urban,Dingin,Eco-conscious,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",5,Non-user,2025-10-18,"1,554,185",19,Social Media,"['Estetika', 'Fungsi']",2,39,Millennial
CUST0787,R**** H********,11/21/1991,Male,Single,"Therapist, speech and language",S2,<5M,Hindu,Indonesia,Papua,Tanjungbalai,Suburban,Tropis,Family-oriented,"['Parenting', 'Cooking']","['Sustainability', 'Community']",9,Light,2025-10-26,"711,540",21,Social Media,"['Estetika', 'Fungsi']",5,34,Millennial
CUST0788,P**** L*******,1/8/2006,Female,Single,Environmental education officer,S2,5-10M,Budha,Indonesia,Maluku,Cirebon,Rural,Dingin,Family-oriented,"['Finance', 'Tech']","['Freedom', 'Minimalism']",3,Heavy,2025-08-10,"1,602,145",22,Social Media,['Kualitas'],4,20,Gen Z
CUST0789,D*** P******,8/30/2003,Male,Married,"Conservator, furniture",S1,<5M,Hindu,Indonesia,Kalimantan Timur,Tanjungbalai,Suburban,Tropis,Minimalist,"['Finance', 'Tech']","['Family-first', 'Security']",10,Non-user,2025-08-01,"2,411,474",21,Website,['Hemat'],4,22,Gen Z
CUST0790,d*** P**** A****** S***,6/30/1994,Male,Married,"Engineer, chemical",S1,5-10M,Hindu,Indonesia,Bali,Batu,Urban,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Family-first', 'Security']",2,Non-user,2025-08-06,"823,583",7,Offline,['Ramah Lingkungan'],3,31,Millennial
CUST0791,A***** H*******,2/26/1981,Female,Single,Illustrator,D3,<5M,Budha,Indonesia,Jambi,Parepare,Rural,Tropis,Eco-conscious,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",1,Medium,2025-11-23,"452,438",5,App,['Hemat'],3,44,Gen X
CUST0792,R*** F***** W*******,5/22/1980,Male,Married,Make,S2,>10M,Kristen,Indonesia,Kalimantan Tengah,Bitung,Suburban,Tropis,Family-oriented,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",4,Non-user,2025-07-22,"951,096",16,App,['Kualitas'],1,45,Gen X
CUST0793,d** K***** M*******,2/17/1983,Male,Single,"Restaurant manager, fast food",S1,>10M,Budha,Indonesia,Kepulauan Riau,Tidore Kepulauan,Suburban,Dingin,Luxury seeker,"['Finance', 'Tech']","['Sustainability', 'Community']",4,Heavy,2025-12-15,"401,610",3,Offline,['Kualitas'],5,42,Millennial
CUST0794,R*** P*******,10/30/2004,Male,Married,"Administrator, education",D3,5-10M,Kristen,Indonesia,DI Yogyakarta,Pekalongan,Rural,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",3,Light,2025-10-27,"1,404,803",0,App,"['Estetika', 'Fungsi']",2,21,Gen Z
CUST0795,D** A******* J****** S****,6/4/1987,Male,Married,Retail merchandiser,D3,<5M,Kristen,Indonesia,Jawa Timur,Kotamobagu,Urban,Dingin,Minimalist,"['Parenting', 'Cooking']","['Efficiency', 'Prestige']",8,Medium,2025-12-29,"1,847,971",22,Website,['Kualitas'],5,38,Millennial
CUST0796,S***** K********,2/14/2004,Male,Married,"Education officer, community",D3,<5M,Islam,Indonesia,Kalimantan Barat,Mataram,Suburban,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Family-first', 'Security']",9,Non-user,2025-12-26,"2,414,736",16,Offline,"['Estetika', 'Fungsi']",3,21,Gen Z
CUST0797,S**** H**** K*****,2/11/1992,Female,Married,Interior and spatial designer,D3,<5M,Islam,Indonesia,Kalimantan Tengah,Pagaralam,Urban,Tropis,Minimalist,"['Interior', 'Eco Living']","['Sustainability', 'Community']",10,Non-user,2025-08-10,"1,110,788",9,Offline,['Hemat'],3,33,Millennial
CUST0798,V***** T********,11/23/1995,Female,Single,Homeopath,D3,<5M,Hindu,Indonesia,Jawa Barat,Pematangsiantar,Rural,Tropis,Family-oriented,"['Finance', 'Tech']","['Freedom', 'Minimalism']",7,Medium,2025-11-02,"570,209",7,Social Media,['Ramah Lingkungan'],4,30,Millennial
CUST0799,C****** W******,8/11/2004,Female,Married,Herpetologist,S1,5-10M,Kristen,Indonesia,Maluku Utara,Bau-Bau,Suburban,Tropis,Family-oriented,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",3,Heavy,2025-10-13,"914,691",1,Offline,"['Estetika', 'Fungsi']",4,21,Gen Z
CUST0800,K**** W*****,6/20/2000,Female,Married,Horticultural therapist,S1,<5M,Budha,Indonesia,Sulawesi Tengah,Tangerang Selatan,Rural,Dingin,Eco-conscious,"['Parenting', 'Cooking']","['Sustainability', 'Community']",6,Light,2025-12-30,"685,328",16,Website,['Hemat'],1,25,Gen Z
CUST0801,G***** N******* S****,8/8/1994,Male,Married,Regulatory affairs officer,SMA,>10M,Islam,Indonesia,Sulawesi Utara,Batam,Rural,Tropis,Minimalist,"['Travel', 'Fitness']","['Family-first', 'Security']",7,Light,2025-11-24,"2,046,650",14,Offline,['Ramah Lingkungan'],3,31,Millennial
CUST0802,M**** H******** S***,8/15/1983,Female,Single,Customer service manager,S2,<5M,Hindu,Indonesia,Sumatera Utara,Palembang,Suburban,Tropis,Eco-conscious,"['Finance', 'Tech']","['Family-first', 'Security']",6,Non-user,2025-10-01,"1,895,762",20,Offline,['Kualitas'],2,42,Millennial
CUST0803,G**** N*********,9/2/1993,Male,Married,Lexicographer,S1,<5M,Hindu,Indonesia,Jawa Timur,Ternate,Urban,Tropis,Eco-conscious,"['Interior', 'Eco Living']","['Sustainability', 'Community']",3,Medium,2025-08-24,"1,191,346",6,Social Media,['Kualitas'],4,32,Millennial
CUST0804,d*** T*** M********* S***,4/13/2000,Female,Single,Television camera operator,SMA,<5M,Kristen,Indonesia,Kalimantan Timur,Bitung,Urban,Dingin,Family-oriented,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",8,Medium,2025-11-09,"2,330,849",15,App,['Hemat'],4,25,Gen Z
CUST0805,L***** W******* M*****,4/30/1989,Female,Married,Sales promotion account executive,S2,>10M,Katolik,Indonesia,Sulawesi Utara,Manado,Rural,Dingin,Minimalist,"['Finance', 'Tech']","['Freedom', 'Minimalism']",10,Medium,2025-09-09,"758,948",0,Social Media,"['Estetika', 'Fungsi']",3,36,Millennial
CUST0806,N**** M********,1/20/1985,Female,Married,Exercise physiologist,S2,>10M,Hindu,Indonesia,Jambi,Bima,Urban,Dingin,Minimalist,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",9,Medium,2025-11-16,"2,150,098",7,Website,"['Estetika', 'Fungsi']",2,41,Millennial
CUST0807,P*** N**** W******* S****,8/14/1984,Male,Married,Editorial assistant,S2,>10M,Hindu,Indonesia,Bengkulu,Bengkulu,Suburban,Dingin,Minimalist,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",3,Non-user,2025-09-29,"2,384,106",21,App,['Ramah Lingkungan'],1,41,Millennial
CUST0808,I** C**** H*********,8/11/2000,Female,Married,"Scientist, product/process development",D3,5-10M,Hindu,Indonesia,Maluku,Bukittinggi,Suburban,Tropis,Minimalist,"['Interior', 'Eco Living']","['Sustainability', 'Community']",5,Medium,2025-12-13,"1,344,670",15,Social Media,['Kualitas'],4,25,Gen Z
CUST0809,J**** L******* M****,10/14/1996,Female,Married,Games developer,D3,<5M,Budha,Indonesia,Lampung,Dumai,Urban,Dingin,Luxury seeker,"['Interior', 'Eco Living']","['Family-first', 'Security']",2,Heavy,2025-10-30,"434,713",25,App,['Kualitas'],5,29,Millennial
CUST0810,D*** W******,9/25/1991,Female,Single,"Production assistant, television",D3,5-10M,Islam,Indonesia,Banten,Tual,Urban,Dingin,Luxury seeker,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",5,Light,2025-09-16,"1,777,164",22,Offline,['Hemat'],1,34,Millennial
CUST0811,C**** P******,11/4/1992,Male,Married,Immunologist,SMA,5-10M,Islam,Indonesia,Banten,Palu,Rural,Tropis,Eco-conscious,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",3,Non-user,2026-01-04,"2,104,430",15,App,['Ramah Lingkungan'],5,33,Millennial
CUST0812,G***** W*******,1/24/2004,Female,Single,Ranger/warden,S1,>10M,Kristen,Indonesia,Sulawesi Selatan,Pasuruan,Urban,Dingin,Minimalist,"['Finance', 'Tech']","['Sustainability', 'Community']",8,Medium,2025-12-12,"1,800,322",1,Social Media,['Ramah Lingkungan'],2,21,Gen Z
CUST0813,P**** M********,10/6/1983,Female,Married,Risk manager,S1,5-10M,Katolik,Indonesia,Sulawesi Utara,Surabaya,Rural,Dingin,Family-oriented,"['Finance', 'Tech']","['Freedom', 'Minimalism']",6,Medium,2025-07-27,"791,533",4,Website,['Hemat'],1,42,Millennial
CUST0814,H** K***** S******,5/10/1993,Male,Single,IT sales professional,D3,>10M,Islam,Indonesia,Papua Barat,Payakumbuh,Suburban,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",6,Light,2025-07-28,"1,553,358",22,Social Media,"['Estetika', 'Fungsi']",4,32,Millennial
CUST0815,Y**** P********,12/30/1980,Male,Married,Aid worker,D3,>10M,Hindu,Indonesia,Papua,Blitar,Rural,Tropis,Minimalist,"['Finance', 'Tech']","['Family-first', 'Security']",4,Light,2025-12-12,"398,625",1,Offline,"['Estetika', 'Fungsi']",2,45,Gen X
